ENDW,REG,ENDWRES,SCEN,Value
AEZ15,PHL,pe,BAU,-5.1156253815
AEZ16,PHL,pe,BAU,-5.1156253815
AEZ17,PHL,pe,BAU,-5.1156253815
AEZ18,PHL,pe,BAU,-5.1156253815
UnSkLab,PHL,pe,BAU,6.1422228813
SkLab,PHL,pe,BAU,13.198788643
Capital,PHL,pe,BAU,-9.3445177078
NatRes,PHL,pe,BAU,234.04751587
AEZ1,POL,pe,BAU,28.12288475
AEZ2,POL,pe,BAU,28.12288475
AEZ3,POL,pe,BAU,28.12288475
AEZ4,POL,pe,BAU,28.12288475
AEZ5,POL,pe,BAU,28.12288475
AEZ6,POL,pe,BAU,28.12288475
AEZ7,POL,pe,BAU,28.12288475
AEZ8,POL,pe,BAU,28.12288475
AEZ9,POL,pe,BAU,34.624042511
AEZ10,POL,pe,BAU,37.603809357
AEZ11,POL,pe,BAU,28.12288475
AEZ12,POL,pe,BAU,28.12288475
AEZ13,POL,pe,BAU,28.12288475
AEZ14,POL,pe,BAU,28.12288475
AEZ15,POL,pe,BAU,46.517608643
AEZ16,POL,pe,BAU,52.755111694
AEZ17,POL,pe,BAU,28.12288475
AEZ18,POL,pe,BAU,28.12288475
UnSkLab,POL,pe,BAU,14.514541626
SkLab,POL,pe,BAU,4.3535575867
Capital,POL,pe,BAU,-9.3302288055
NatRes,POL,pe,BAU,110.27118683
AEZ1,R_S_Asia,pe,BAU,22.487609863
AEZ2,R_S_Asia,pe,BAU,22.487609863
AEZ3,R_S_Asia,pe,BAU,33.380794525
AEZ4,R_S_Asia,pe,BAU,45.305469513
AEZ5,R_S_Asia,pe,BAU,45.283103943
AEZ6,R_S_Asia,pe,BAU,42.533035278
AEZ7,R_S_Asia,pe,BAU,48.284381866
AEZ8,R_S_Asia,pe,BAU,49.471614838
AEZ9,R_S_Asia,pe,BAU,46.617980957
AEZ10,R_S_Asia,pe,BAU,47.980335236
AEZ11,R_S_Asia,pe,BAU,39.691761017
AEZ12,R_S_Asia,pe,BAU,34.247787476
AEZ13,R_S_Asia,pe,BAU,30.660579681
AEZ14,R_S_Asia,pe,BAU,30.637395859
AEZ15,R_S_Asia,pe,BAU,22.487609863
AEZ16,R_S_Asia,pe,BAU,22.487609863
AEZ17,R_S_Asia,pe,BAU,22.487609863
AEZ18,R_S_Asia,pe,BAU,22.487609863
UnSkLab,R_S_Asia,pe,BAU,0.13214017451
SkLab,R_S_Asia,pe,BAU,12.89789772
Capital,R_S_Asia,pe,BAU,-9.5800285339
NatRes,R_S_Asia,pe,BAU,166.65686035
AEZ1,R_SE_Asia,pe,BAU,33.915252686
AEZ2,R_SE_Asia,pe,BAU,33.915252686
AEZ3,R_SE_Asia,pe,BAU,33.62972641
AEZ4,R_SE_Asia,pe,BAU,38.292541504
AEZ5,R_SE_Asia,pe,BAU,43.987960815
AEZ6,R_SE_Asia,pe,BAU,40.707603455
AEZ7,R_SE_Asia,pe,BAU,33.915252686
AEZ8,R_SE_Asia,pe,BAU,33.915252686
AEZ9,R_SE_Asia,pe,BAU,34.691703796
AEZ10,R_SE_Asia,pe,BAU,40.623687744
AEZ11,R_SE_Asia,pe,BAU,51.058315277
AEZ12,R_SE_Asia,pe,BAU,54.506370544
AEZ13,R_SE_Asia,pe,BAU,33.915252686
AEZ14,R_SE_Asia,pe,BAU,33.915252686
AEZ15,R_SE_Asia,pe,BAU,33.915252686
AEZ16,R_SE_Asia,pe,BAU,47.166736603
AEZ17,R_SE_Asia,pe,BAU,33.915252686
AEZ18,R_SE_Asia,pe,BAU,33.915252686
UnSkLab,R_SE_Asia,pe,BAU,0.30450984836
SkLab,R_SE_Asia,pe,BAU,-9.4086084366
Capital,R_SE_Asia,pe,BAU,-19.189756393
NatRes,R_SE_Asia,pe,BAU,124.50841522
AEZ1,Russia,pe,BAU,202.31018066
AEZ2,Russia,pe,BAU,202.31018066
AEZ3,Russia,pe,BAU,202.31018066
AEZ4,Russia,pe,BAU,202.31018066
AEZ5,Russia,pe,BAU,202.31018066
AEZ6,Russia,pe,BAU,202.31018066
AEZ7,Russia,pe,BAU,202.31018066
AEZ8,Russia,pe,BAU,-2.7106542587
AEZ9,Russia,pe,BAU,-7.130961895
AEZ10,Russia,pe,BAU,-8.2355575562
AEZ11,Russia,pe,BAU,-3.5439684391
AEZ12,Russia,pe,BAU,-13.877951622
AEZ13,Russia,pe,BAU,13.981158257
AEZ14,Russia,pe,BAU,13.945845604
AEZ15,Russia,pe,BAU,10.712704659
AEZ16,Russia,pe,BAU,202.31018066
AEZ17,Russia,pe,BAU,202.31018066
AEZ18,Russia,pe,BAU,-18.253526688
UnSkLab,Russia,pe,BAU,19.515541077
SkLab,Russia,pe,BAU,22.818408966
Capital,Russia,pe,BAU,-4.8328390121
NatRes,Russia,pe,BAU,81.476402283
AEZ1,S_o_Amer,pe,BAU,26.312351227
AEZ2,S_o_Amer,pe,BAU,28.095539093
AEZ3,S_o_Amer,pe,BAU,27.704467773
AEZ4,S_o_Amer,pe,BAU,28.811685562
AEZ5,S_o_Amer,pe,BAU,29.049257278
AEZ6,S_o_Amer,pe,BAU,28.957927704
AEZ7,S_o_Amer,pe,BAU,26.615684509
AEZ8,S_o_Amer,pe,BAU,27.037723541
AEZ9,S_o_Amer,pe,BAU,27.034545898
AEZ10,S_o_Amer,pe,BAU,27.424024582
AEZ11,S_o_Amer,pe,BAU,27.179536819
AEZ12,S_o_Amer,pe,BAU,28.509395599
AEZ13,S_o_Amer,pe,BAU,29.565904617
AEZ14,S_o_Amer,pe,BAU,30.801017761
AEZ15,S_o_Amer,pe,BAU,30.861515045
AEZ16,S_o_Amer,pe,BAU,30.84267807
AEZ17,S_o_Amer,pe,BAU,30.430250168
AEZ18,S_o_Amer,pe,BAU,19.147769928
UnSkLab,S_o_Amer,pe,BAU,0.62969070673
SkLab,S_o_Amer,pe,BAU,0.7270796299
Capital,S_o_Amer,pe,BAU,-12.279395103
NatRes,S_o_Amer,pe,BAU,106.97711182
AEZ1,S_S_AFR,pe,BAU,196.02667236
AEZ2,S_S_AFR,pe,BAU,212.19776917
AEZ3,S_S_AFR,pe,BAU,204.48370361
AEZ4,S_S_AFR,pe,BAU,177.65168762
AEZ5,S_S_AFR,pe,BAU,199.06256104
AEZ6,S_S_AFR,pe,BAU,151.93833923
AEZ7,S_S_AFR,pe,BAU,208.26438904
AEZ8,S_S_AFR,pe,BAU,200.3291626
AEZ9,S_S_AFR,pe,BAU,205.01144409
AEZ10,S_S_AFR,pe,BAU,218.53973389
AEZ11,S_S_AFR,pe,BAU,217.04057312
AEZ12,S_S_AFR,pe,BAU,219.67036438
AEZ13,S_S_AFR,pe,BAU,226.63279724
AEZ14,S_S_AFR,pe,BAU,226.63279724
AEZ15,S_S_AFR,pe,BAU,226.63279724
AEZ16,S_S_AFR,pe,BAU,226.63279724
AEZ17,S_S_AFR,pe,BAU,226.63279724
AEZ18,S_S_AFR,pe,BAU,226.63279724
UnSkLab,S_S_AFR,pe,BAU,0.16878022254
SkLab,S_S_AFR,pe,BAU,3.7144563198
Capital,S_S_AFR,pe,BAU,-9.2694816589
NatRes,S_S_AFR,pe,BAU,147.08573914
AEZ1,TUR,pe,BAU,1976445.5
AEZ2,TUR,pe,BAU,1976445.5
AEZ3,TUR,pe,BAU,1976445.5
AEZ4,TUR,pe,BAU,1976445.5
AEZ5,TUR,pe,BAU,1976445.5
AEZ6,TUR,pe,BAU,1976445.5
AEZ7,TUR,pe,BAU,110.95079041
AEZ8,TUR,pe,BAU,113.49589539
AEZ9,TUR,pe,BAU,109.06213379
AEZ10,TUR,pe,BAU,112.42235565
AEZ11,TUR,pe,BAU,119.45667267
AEZ12,TUR,pe,BAU,117.86446381
AEZ13,TUR,pe,BAU,113.90653992
AEZ14,TUR,pe,BAU,87.016746521
AEZ15,TUR,pe,BAU,95.36958313
AEZ16,TUR,pe,BAU,1976445.5
AEZ17,TUR,pe,BAU,1976445.5
AEZ18,TUR,pe,BAU,1976445.5
UnSkLab,TUR,pe,BAU,5.5309472084
SkLab,TUR,pe,BAU,5.0936627388
Capital,TUR,pe,BAU,-12.222432137
NatRes,TUR,pe,BAU,191.01213074
AEZ1,USA,pe,BAU,2011.8920898
AEZ2,USA,pe,BAU,2011.8924561
AEZ3,USA,pe,BAU,2011.8920898
AEZ4,USA,pe,BAU,21.334980011
AEZ5,USA,pe,BAU,18.879261017
AEZ6,USA,pe,BAU,2011.8924561
AEZ7,USA,pe,BAU,21.526983261
AEZ8,USA,pe,BAU,18.67042923
AEZ9,USA,pe,BAU,19.544652939
AEZ10,USA,pe,BAU,16.596101761
AEZ11,USA,pe,BAU,18.870851517
AEZ12,USA,pe,BAU,13.717204094
AEZ13,USA,pe,BAU,3.1039776802
AEZ14,USA,pe,BAU,8.2249956131
AEZ15,USA,pe,BAU,8.9485254288
AEZ16,USA,pe,BAU,2.1665930748
AEZ17,USA,pe,BAU,2011.8920898
AEZ18,USA,pe,BAU,11.593577385
UnSkLab,USA,pe,BAU,5.2492523193
SkLab,USA,pe,BAU,9.9834394455
Capital,USA,pe,BAU,-4.162759304
NatRes,USA,pe,BAU,53.67596817
AEZ1,VNM,pe,BAU,26.460838318
AEZ2,VNM,pe,BAU,26.460838318
AEZ3,VNM,pe,BAU,26.460838318
AEZ4,VNM,pe,BAU,16.310745239
AEZ5,VNM,pe,BAU,22.731206894
AEZ6,VNM,pe,BAU,24.566415787
AEZ7,VNM,pe,BAU,26.460838318
AEZ8,VNM,pe,BAU,26.460838318
AEZ9,VNM,pe,BAU,26.460838318
AEZ10,VNM,pe,BAU,26.460838318
AEZ11,VNM,pe,BAU,40.080184937
AEZ12,VNM,pe,BAU,23.017852783
AEZ13,VNM,pe,BAU,26.460838318
AEZ14,VNM,pe,BAU,26.460838318
AEZ15,VNM,pe,BAU,26.460838318
AEZ16,VNM,pe,BAU,26.460838318
AEZ17,VNM,pe,BAU,26.460838318
AEZ18,VNM,pe,BAU,26.460838318
UnSkLab,VNM,pe,BAU,15.545789719
SkLab,VNM,pe,BAU,-0.78676819801
Capital,VNM,pe,BAU,-12.426369667
NatRes,VNM,pe,BAU,116.28149414
AEZ1,XAC,pe,BAU,3.05775078400000E+0009
AEZ2,XAC,pe,BAU,267.09820557
AEZ3,XAC,pe,BAU,351.0796814
AEZ4,XAC,pe,BAU,402.11627197
AEZ5,XAC,pe,BAU,398.53445435
AEZ6,XAC,pe,BAU,322.6000061
AEZ7,XAC,pe,BAU,490.93408203
AEZ8,XAC,pe,BAU,290.07836914
AEZ9,XAC,pe,BAU,363.81954956
AEZ10,XAC,pe,BAU,350.80844116
AEZ11,XAC,pe,BAU,449.19921875
AEZ12,XAC,pe,BAU,440.35455322
AEZ13,XAC,pe,BAU,3.05775052800000E+0009
AEZ14,XAC,pe,BAU,3.05775052800000E+0009
AEZ15,XAC,pe,BAU,3.05775078400000E+0009
AEZ16,XAC,pe,BAU,3.05775078400000E+0009
AEZ17,XAC,pe,BAU,3.05775078400000E+0009
AEZ18,XAC,pe,BAU,3.05775052800000E+0009
UnSkLab,XAC,pe,BAU,2.4426410198
SkLab,XAC,pe,BAU,3.9903478622
Capital,XAC,pe,BAU,-20.273597717
NatRes,XAC,pe,BAU,132.64520264
AEZ1,ZAF,pe,BAU,169.19526672
AEZ2,ZAF,pe,BAU,156.98446655
AEZ3,ZAF,pe,BAU,141.20500183
AEZ4,ZAF,pe,BAU,99.348335266
AEZ5,ZAF,pe,BAU,140.02107239
AEZ6,ZAF,pe,BAU,98.064666748
AEZ7,ZAF,pe,BAU,149.4395752
AEZ8,ZAF,pe,BAU,144.60231018
AEZ9,ZAF,pe,BAU,140.14764404
AEZ10,ZAF,pe,BAU,107.14852142
AEZ11,ZAF,pe,BAU,104.01821899
AEZ12,ZAF,pe,BAU,136.13743591
AEZ13,ZAF,pe,BAU,9622954
AEZ14,ZAF,pe,BAU,9622954
AEZ15,ZAF,pe,BAU,9622954
AEZ16,ZAF,pe,BAU,9622954
AEZ17,ZAF,pe,BAU,9622954
AEZ18,ZAF,pe,BAU,9622954
UnSkLab,ZAF,pe,BAU,0.96796488762
SkLab,ZAF,pe,BAU,-0.86963802576
Capital,ZAF,pe,BAU,-11.582976341
NatRes,ZAF,pe,BAU,157.46322632
AEZ3,ARG,qe,BAU,6.17250194773078E-0003
AEZ4,ARG,qe,BAU,0.011808325537
AEZ5,ARG,qe,BAU,1.48049066774547E-0003
AEZ6,ARG,qe,BAU,0.030877621844
AEZ7,ARG,qe,BAU,0.08364854753
AEZ8,ARG,qe,BAU,1.5641458035
AEZ9,ARG,qe,BAU,0.85063254833
AEZ10,ARG,qe,BAU,0.80341935158
AEZ11,ARG,qe,BAU,0.67985981703
AEZ12,ARG,qe,BAU,1.1580836773
AEZ13,ARG,qe,BAU,5.86908776313066E-0003
AEZ14,ARG,qe,BAU,8.81711393594742E-0003
AEZ15,ARG,qe,BAU,1.26559636555612E-0003
AEZ16,ARG,qe,BAU,7.36826448701322E-0004
UnSkLab,ARG,qe,BAU,6.7699999809
SkLab,ARG,qe,BAU,10.322999954
Capital,ARG,qe,BAU,26.232000351
AEZ4,BGD,qe,BAU,2.0754172802
AEZ5,BGD,qe,BAU,3.0663149357
AEZ10,BGD,qe,BAU,0.67905902863
AEZ11,BGD,qe,BAU,0.094390459359
UnSkLab,BGD,qe,BAU,9.2550001144
SkLab,BGD,qe,BAU,6.771999836
Capital,BGD,qe,BAU,28.62100029
AEZ2,BRAZIL,qe,BAU,1.37163687031716E-0003
AEZ3,BRAZIL,qe,BAU,0.22320526838
AEZ4,BRAZIL,qe,BAU,0.24162332714
AEZ5,BRAZIL,qe,BAU,1.8125473261
AEZ6,BRAZIL,qe,BAU,2.6531205177
AEZ10,BRAZIL,qe,BAU,6.15359822404571E-0005
AEZ11,BRAZIL,qe,BAU,5.24907279759645E-0003
AEZ12,BRAZIL,qe,BAU,0.54904103279
UnSkLab,BRAZIL,qe,BAU,5.8189997673
SkLab,BRAZIL,qe,BAU,14.387999535
Capital,BRAZIL,qe,BAU,25.170999527
AEZ3,C_C_Amer,qe,BAU,0.011254500598
AEZ4,C_C_Amer,qe,BAU,1.314766407
AEZ5,C_C_Amer,qe,BAU,2.3963534832
AEZ6,C_C_Amer,qe,BAU,2.4261226654
AEZ10,C_C_Amer,qe,BAU,9.59531776607037E-0003
AEZ11,C_C_Amer,qe,BAU,0.010618705302
AEZ12,C_C_Amer,qe,BAU,3.10445507057011E-0003
UnSkLab,C_C_Amer,qe,BAU,10.772000313
SkLab,C_C_Amer,qe,BAU,8.7530002594
Capital,C_C_Amer,qe,BAU,31.076000214
AEZ8,CAN,qe,BAU,0.98933601379
AEZ9,CAN,qe,BAU,0.7894231081
AEZ10,CAN,qe,BAU,0.53066498041
AEZ11,CAN,qe,BAU,5.72928285691887E-0004
AEZ13,CAN,qe,BAU,8.06817915872671E-0005
AEZ14,CAN,qe,BAU,0.25383555889
AEZ15,CAN,qe,BAU,0.46892383695
AEZ16,CAN,qe,BAU,6.77238544449210E-0003
UnSkLab,CAN,qe,BAU,5.1820001602
SkLab,CAN,qe,BAU,6.6560001373
Capital,CAN,qe,BAU,19.88599968
AEZ5,CHIHKG,qe,BAU,5.08639088366181E-0004
AEZ6,CHIHKG,qe,BAU,5.32057310920209E-0004
AEZ7,CHIHKG,qe,BAU,9.94484219700098E-0003
AEZ8,CHIHKG,qe,BAU,0.15818445385
AEZ9,CHIHKG,qe,BAU,0.13721483946
AEZ10,CHIHKG,qe,BAU,0.036568634212
AEZ11,CHIHKG,qe,BAU,8.35823547095060E-0003
AEZ12,CHIHKG,qe,BAU,0.013297334313
AEZ13,CHIHKG,qe,BAU,2.25081760436296E-0003
AEZ14,CHIHKG,qe,BAU,1.89595855772495E-0003
AEZ15,CHIHKG,qe,BAU,3.33040091209114E-0003
AEZ18,CHIHKG,qe,BAU,3.76137431885581E-0005
UnSkLab,CHIHKG,qe,BAU,-2.0590000153
SkLab,CHIHKG,qe,BAU,11.869000435
Capital,CHIHKG,qe,BAU,58.723999023
AEZ1,COL,qe,BAU,3.08005628176033E-0003
AEZ2,COL,qe,BAU,0.017080102116
AEZ3,COL,qe,BAU,0.016354683787
AEZ4,COL,qe,BAU,0.090684741735
AEZ5,COL,qe,BAU,1.0001777411
AEZ6,COL,qe,BAU,2.814510107
AEZ7,COL,qe,BAU,6.33351082797162E-0005
AEZ8,COL,qe,BAU,9.22115359571762E-0005
AEZ9,COL,qe,BAU,6.78846117807552E-0005
AEZ11,COL,qe,BAU,2.89299036376178E-0003
AEZ12,COL,qe,BAU,0.07561725378
UnSkLab,COL,qe,BAU,10.131999969
SkLab,COL,qe,BAU,16.097999573
Capital,COL,qe,BAU,19.775999069
AEZ7,E_Asia,qe,BAU,0.036560218781
AEZ8,E_Asia,qe,BAU,5.66245708614588E-0003
AEZ9,E_Asia,qe,BAU,2.24761338904500E-0003
AEZ10,E_Asia,qe,BAU,7.78054306283593E-0003
AEZ11,E_Asia,qe,BAU,2.51082907197997E-0004
AEZ13,E_Asia,qe,BAU,0.027893189341
AEZ14,E_Asia,qe,BAU,0.031671646982
AEZ15,E_Asia,qe,BAU,3.40797076933086E-0003
UnSkLab,E_Asia,qe,BAU,7.3520002365
SkLab,E_Asia,qe,BAU,2.0399999619
Capital,E_Asia,qe,BAU,57.307998657
AEZ7,EGY,qe,BAU,-1.2167611122
AEZ12,EGY,qe,BAU,-0.63925355673
UnSkLab,EGY,qe,BAU,15.897999763
SkLab,EGY,qe,BAU,12.984000206
Capital,EGY,qe,BAU,46.215000153
AEZ1,ETH,qe,BAU,1.1461815834
AEZ2,ETH,qe,BAU,2.7661759853
AEZ3,ETH,qe,BAU,2.6725597382
AEZ4,ETH,qe,BAU,1.2899680138
AEZ5,ETH,qe,BAU,0.033021774143
AEZ8,ETH,qe,BAU,0.040452755988
AEZ9,ETH,qe,BAU,0.091600492597
AEZ10,ETH,qe,BAU,0.15286269784
AEZ11,ETH,qe,BAU,0.10225544125
UnSkLab,ETH,qe,BAU,18.031999588
SkLab,ETH,qe,BAU,-0.27799999714
Capital,ETH,qe,BAU,34.634998322
AEZ8,EU27,qe,BAU,6.88470783643425E-0004
AEZ9,EU27,qe,BAU,0.072160579264
AEZ10,EU27,qe,BAU,0.20416472852
AEZ11,EU27,qe,BAU,0.10958976299
AEZ12,EU27,qe,BAU,0.041593298316
AEZ14,EU27,qe,BAU,2.14098813012242E-0003
AEZ15,EU27,qe,BAU,9.87161044031382E-0003
AEZ16,EU27,qe,BAU,4.04569116653874E-0004
UnSkLab,EU27,qe,BAU,-0.8410000205
SkLab,EU27,qe,BAU,8.513999939
Capital,EU27,qe,BAU,14.555999756
AEZ3,IDN,qe,BAU,0.019213790074
AEZ4,IDN,qe,BAU,0.21620160341
AEZ5,IDN,qe,BAU,0.52034282684
AEZ6,IDN,qe,BAU,6.9765415192
AEZ9,IDN,qe,BAU,1.38221275847172E-0005
AEZ11,IDN,qe,BAU,3.29881178913638E-0004
AEZ12,IDN,qe,BAU,0.015297218226
UnSkLab,IDN,qe,BAU,11.041000366
SkLab,IDN,qe,BAU,36.377998352
Capital,IDN,qe,BAU,26.788000107
AEZ1,INDIA,qe,BAU,2.39485758356750E-0004
AEZ2,INDIA,qe,BAU,0.12717404962
AEZ3,INDIA,qe,BAU,0.61230015755
AEZ4,INDIA,qe,BAU,0.33890166879
AEZ5,INDIA,qe,BAU,0.047360736877
AEZ7,INDIA,qe,BAU,3.35278594866395E-0003
AEZ8,INDIA,qe,BAU,0.14504601061
AEZ9,INDIA,qe,BAU,0.26752355695
AEZ10,INDIA,qe,BAU,0.067998073995
AEZ11,INDIA,qe,BAU,0.044150002301
AEZ12,INDIA,qe,BAU,2.90785287506878E-0003
UnSkLab,INDIA,qe,BAU,12.437000275
SkLab,INDIA,qe,BAU,12.048999786
Capital,INDIA,qe,BAU,41.430999756
AEZ9,JAPAN,qe,BAU,3.87856690213084E-0003
AEZ10,JAPAN,qe,BAU,0.041690349579
AEZ11,JAPAN,qe,BAU,0.053426012397
AEZ12,JAPAN,qe,BAU,0.025782311335
AEZ14,JAPAN,qe,BAU,-9.54546294451575E-0007
AEZ15,JAPAN,qe,BAU,1.42707279883325E-0003
UnSkLab,JAPAN,qe,BAU,-1.9730000496
SkLab,JAPAN,qe,BAU,6.007999897
Capital,JAPAN,qe,BAU,11.269000053
AEZ10,KOR,qe,BAU,0.25293439627
AEZ11,KOR,qe,BAU,0.540184021
AEZ12,KOR,qe,BAU,3.98279726505280E-0003
UnSkLab,KOR,qe,BAU,1.2309999466
SkLab,KOR,qe,BAU,6.1300001144
Capital,KOR,qe,BAU,33.698001862
AEZ6,MAR,qe,BAU,1.56300468370318E-0003
AEZ7,MAR,qe,BAU,0.11639538407
AEZ8,MAR,qe,BAU,0.24431231618
AEZ9,MAR,qe,BAU,1.0292643309
AEZ10,MAR,qe,BAU,0.1225817427
AEZ12,MAR,qe,BAU,5.75378024950623E-0003
UnSkLab,MAR,qe,BAU,6.4039998055
SkLab,MAR,qe,BAU,17.645000458
Capital,MAR,qe,BAU,24.1060009
AEZ2,MDG,qe,BAU,-0.016182145104
AEZ3,MDG,qe,BAU,-1.1909258366
AEZ4,MDG,qe,BAU,-2.2712202072
AEZ5,MDG,qe,BAU,-1.0314394236
AEZ6,MDG,qe,BAU,-0.75119400024
AEZ9,MDG,qe,BAU,-8.21606226963922E-0006
AEZ10,MDG,qe,BAU,-0.11120669544
AEZ11,MDG,qe,BAU,-0.59939277172
AEZ12,MDG,qe,BAU,-0.69599437714
UnSkLab,MDG,qe,BAU,23.232000351
SkLab,MDG,qe,BAU,-15.586999893
Capital,MDG,qe,BAU,4.2010002136
AEZ1,MEAS_NAfr,qe,BAU,0.060719490051
AEZ7,MEAS_NAfr,qe,BAU,0.33605563641
AEZ8,MEAS_NAfr,qe,BAU,0.067471884191
AEZ9,MEAS_NAfr,qe,BAU,0.034665167332
AEZ10,MEAS_NAfr,qe,BAU,0.023084191605
AEZ11,MEAS_NAfr,qe,BAU,1.85161991976202E-0003
AEZ12,MEAS_NAfr,qe,BAU,1.02972134482116E-0003
UnSkLab,MEAS_NAfr,qe,BAU,10.779999733
SkLab,MEAS_NAfr,qe,BAU,11.305000305
Capital,MEAS_NAfr,qe,BAU,26.966999054
AEZ1,MEX,qe,BAU,8.23319796472788E-0003
AEZ2,MEX,qe,BAU,0.066049411893
AEZ3,MEX,qe,BAU,0.17587776482
AEZ4,MEX,qe,BAU,0.46628770232
AEZ5,MEX,qe,BAU,0.26440966129
AEZ6,MEX,qe,BAU,0.12238960713
AEZ7,MEX,qe,BAU,1.0485761166
AEZ8,MEX,qe,BAU,0.5814256072
AEZ9,MEX,qe,BAU,0.51632231474
AEZ10,MEX,qe,BAU,0.024147078395
AEZ11,MEX,qe,BAU,4.20464947819710E-0003
AEZ12,MEX,qe,BAU,1.01655605249107E-0003
UnSkLab,MEX,qe,BAU,7.0380001068
SkLab,MEX,qe,BAU,4.263999939
Capital,MEX,qe,BAU,27.36000061
AEZ6,MYS,qe,BAU,6.3446831703
AEZ12,MYS,qe,BAU,3.61001642886549E-0004
UnSkLab,MYS,qe,BAU,10.94299984
SkLab,MYS,qe,BAU,8.904999733
Capital,MYS,qe,BAU,37.771999359
AEZ1,NGA,qe,BAU,0.20102013648
AEZ2,NGA,qe,BAU,5.600174427
AEZ3,NGA,qe,BAU,7.0712814331
AEZ4,NGA,qe,BAU,8.5359134674
AEZ5,NGA,qe,BAU,3.8769264221
AEZ6,NGA,qe,BAU,0.3853148222
AEZ10,NGA,qe,BAU,1.87902231118642E-0004
AEZ11,NGA,qe,BAU,1.47663755342364E-0003
UnSkLab,NGA,qe,BAU,23.13699913
SkLab,NGA,qe,BAU,37.751998901
Capital,NGA,qe,BAU,60.540000916
AEZ1,Oceania,qe,BAU,0.13683575392
AEZ2,Oceania,qe,BAU,0.098999299109
AEZ3,Oceania,qe,BAU,0.055973835289
AEZ4,Oceania,qe,BAU,0.01336858049
AEZ5,Oceania,qe,BAU,2.28337896987796E-0003
AEZ6,Oceania,qe,BAU,5.27146039530635E-0003
AEZ7,Oceania,qe,BAU,0.36597767472
AEZ8,Oceania,qe,BAU,0.45319759846
AEZ9,Oceania,qe,BAU,0.12600307167
AEZ10,Oceania,qe,BAU,0.065936945379
AEZ11,Oceania,qe,BAU,0.14365828037
AEZ12,Oceania,qe,BAU,0.11688871682
AEZ15,Oceania,qe,BAU,1.86899246182293E-0003
AEZ16,Oceania,qe,BAU,4.95433202013373E-0003
UnSkLab,Oceania,qe,BAU,10.791999817
SkLab,Oceania,qe,BAU,-3.2019999027
Capital,Oceania,qe,BAU,23.047000885
AEZ7,Oth_CEE_CIS,qe,BAU,0.017760643736
AEZ8,Oth_CEE_CIS,qe,BAU,0.035127714276
AEZ9,Oth_CEE_CIS,qe,BAU,0.020287040621
AEZ10,Oth_CEE_CIS,qe,BAU,0.086322158575
AEZ11,Oth_CEE_CIS,qe,BAU,1.21887819841504E-0003
AEZ12,Oth_CEE_CIS,qe,BAU,1.74504864844494E-0004
AEZ13,Oth_CEE_CIS,qe,BAU,4.30207815952599E-0004
AEZ14,Oth_CEE_CIS,qe,BAU,1.23464001808316E-0003
AEZ15,Oth_CEE_CIS,qe,BAU,1.02059908385854E-0004
UnSkLab,Oth_CEE_CIS,qe,BAU,0.11400000006
SkLab,Oth_CEE_CIS,qe,BAU,4.5729999542
Capital,Oth_CEE_CIS,qe,BAU,32.856998444
AEZ7,Oth_Europe,qe,BAU,1.17037016025279E-0005
AEZ8,Oth_Europe,qe,BAU,1.37161536258645E-0004
AEZ9,Oth_Europe,qe,BAU,7.22372715245001E-0005
AEZ10,Oth_Europe,qe,BAU,5.17562124878168E-0003
AEZ11,Oth_Europe,qe,BAU,2.21440059249289E-0004
AEZ12,Oth_Europe,qe,BAU,1.22132536489516E-0004
AEZ13,Oth_Europe,qe,BAU,1.16582441478386E-0005
AEZ14,Oth_Europe,qe,BAU,0.011638393626
AEZ15,Oth_Europe,qe,BAU,0.019822880626
AEZ16,Oth_Europe,qe,BAU,7.09825661033392E-0004
UnSkLab,Oth_Europe,qe,BAU,1.5690000057
SkLab,Oth_Europe,qe,BAU,8.8299999237
Capital,Oth_Europe,qe,BAU,19.827999115
AEZ1,PAK,qe,BAU,0.029590295628
AEZ7,PAK,qe,BAU,0.60491889715
AEZ8,PAK,qe,BAU,1.7011455297
AEZ9,PAK,qe,BAU,0.82428044081
AEZ10,PAK,qe,BAU,0.67319875956
AEZ11,PAK,qe,BAU,0.47128671408
AEZ12,PAK,qe,BAU,0.04780305922
UnSkLab,PAK,qe,BAU,14.916999817
SkLab,PAK,qe,BAU,8.9940004349
Capital,PAK,qe,BAU,37.958999634
AEZ4,PHL,qe,BAU,1.60043814685196E-0003
AEZ5,PHL,qe,BAU,0.18351985514
AEZ6,PHL,qe,BAU,0.55569046736
AEZ11,PHL,qe,BAU,3.38348414516076E-0004
AEZ12,PHL,qe,BAU,2.47089122422040E-0003
UnSkLab,PHL,qe,BAU,16.586999893
SkLab,PHL,qe,BAU,6.2069997787
Capital,PHL,qe,BAU,41.722999573
AEZ9,POL,qe,BAU,5.72294089943171E-0003
AEZ10,POL,qe,BAU,0.7963013649
UnSkLab,POL,qe,BAU,-3.0360000134
SkLab,POL,qe,BAU,9.3549995422
Capital,POL,qe,BAU,31.968000412
AEZ3,R_S_Asia,qe,BAU,2.07026861608028E-0003
AEZ4,R_S_Asia,qe,BAU,0.026163846254
AEZ5,R_S_Asia,qe,BAU,0.028726808727
AEZ6,R_S_Asia,qe,BAU,0.057806167752
AEZ7,R_S_Asia,qe,BAU,0.053986933082
AEZ8,R_S_Asia,qe,BAU,0.049065869302
