ACTS,REG,RACTRES,SCEN,Value
PrFood,VNM,po,BAU,-0.73944348097
PrLstk,VNM,po,BAU,-13.671998978
NRes,VNM,po,BAU,14.156953812
Mnfcing,VNM,po,BAU,-11.880949974
Services,VNM,po,BAU,-9.4290056229
paddyrice,XAC,po,BAU,45.951393127
wheat,XAC,po,BAU,-4.7608795166
crsgrns,XAC,po,BAU,34.408214569
fruitveg,XAC,po,BAU,36.496135712
oilsds,XAC,po,BAU,34.393093109
sugarcrps,XAC,po,BAU,52.058383942
cotton,XAC,po,BAU,48.996364594
othercrps,XAC,po,BAU,44.072170258
forestsec,XAC,po,BAU,108.6470871
fishery,XAC,po,BAU,23.646184921
ruminant,XAC,po,BAU,9.47564888
nonruminant,XAC,po,BAU,-5.4398345947
PrFood,XAC,po,BAU,0.15008687973
PrLstk,XAC,po,BAU,-4.5231494904
NRes,XAC,po,BAU,12.297923088
Mnfcing,XAC,po,BAU,-14.442477226
Services,XAC,po,BAU,-15.425774574
paddyrice,ZAF,po,BAU,6.4449629784
wheat,ZAF,po,BAU,-9.0692205429
crsgrns,ZAF,po,BAU,-6.2128424644
fruitveg,ZAF,po,BAU,-4.1565613747
oilsds,ZAF,po,BAU,-5.351650238
sugarcrps,ZAF,po,BAU,-8.9769763947
cotton,ZAF,po,BAU,-6.1119599342
othercrps,ZAF,po,BAU,-1.3913516998
forestsec,ZAF,po,BAU,8.9393911362
fishery,ZAF,po,BAU,23.125318527
ruminant,ZAF,po,BAU,-6.9157972336
nonruminant,ZAF,po,BAU,-14.239392281
PrFood,ZAF,po,BAU,-9.7350292206
PrLstk,ZAF,po,BAU,-10.702575684
NRes,ZAF,po,BAU,13.394329071
Mnfcing,ZAF,po,BAU,-9.4009571075
Services,ZAF,po,BAU,-8.8253507614
paddyrice,ARG,qo,BAU,14.9818573
wheat,ARG,qo,BAU,6.3846125603
crsgrns,ARG,qo,BAU,9.2213230133
fruitveg,ARG,qo,BAU,8.643986702
oilsds,ARG,qo,BAU,11.2195158
sugarcrps,ARG,qo,BAU,13.489542007
cotton,ARG,qo,BAU,9.6846523285
othercrps,ARG,qo,BAU,10.237206459
forestsec,ARG,qo,BAU,12.551617622
fishery,ARG,qo,BAU,15.714972496
ruminant,ARG,qo,BAU,17.937355042
nonruminant,ARG,qo,BAU,23.368927002
PrFood,ARG,qo,BAU,17.002061844
PrLstk,ARG,qo,BAU,20.487092972
NRes,ARG,qo,BAU,10.971889496
Mnfcing,ARG,qo,BAU,13.193840981
Services,ARG,qo,BAU,20.911567688
paddyrice,BGD,qo,BAU,16.996152878
wheat,BGD,qo,BAU,13.565812111
crsgrns,BGD,qo,BAU,-9.0290212631
fruitveg,BGD,qo,BAU,20.905788422
oilsds,BGD,qo,BAU,13.893240929
sugarcrps,BGD,qo,BAU,18.00371933
cotton,BGD,qo,BAU,16.622325897
othercrps,BGD,qo,BAU,18.178886414
forestsec,BGD,qo,BAU,20.121454239
fishery,BGD,qo,BAU,16.736989975
ruminant,BGD,qo,BAU,21.290115356
nonruminant,BGD,qo,BAU,20.622913361
PrFood,BGD,qo,BAU,24.359104156
PrLstk,BGD,qo,BAU,26.893007278
NRes,BGD,qo,BAU,17.864198685
Mnfcing,BGD,qo,BAU,19.363704681
Services,BGD,qo,BAU,23.973623276
paddyrice,BRAZIL,qo,BAU,11.671795845
wheat,BRAZIL,qo,BAU,5.0891494751
crsgrns,BRAZIL,qo,BAU,8.6173391342
fruitveg,BRAZIL,qo,BAU,9.3158416748
oilsds,BRAZIL,qo,BAU,8.6025266647
sugarcrps,BRAZIL,qo,BAU,12.31496048
cotton,BRAZIL,qo,BAU,14.466991425
othercrps,BRAZIL,qo,BAU,8.4855327606
forestsec,BRAZIL,qo,BAU,12.776894569
fishery,BRAZIL,qo,BAU,6.2057328224
ruminant,BRAZIL,qo,BAU,22.079893112
nonruminant,BRAZIL,qo,BAU,20.374414444
PrFood,BRAZIL,qo,BAU,13.266489983
PrLstk,BRAZIL,qo,BAU,21.996599197
NRes,BRAZIL,qo,BAU,11.603016853
Mnfcing,BRAZIL,qo,BAU,13.330374718
Services,BRAZIL,qo,BAU,20.140304565
paddyrice,C_C_Amer,qo,BAU,11.603582382
wheat,C_C_Amer,qo,BAU,-5.7289247513
crsgrns,C_C_Amer,qo,BAU,10.107032776
fruitveg,C_C_Amer,qo,BAU,8.1440210342
oilsds,C_C_Amer,qo,BAU,9.7303295135
sugarcrps,C_C_Amer,qo,BAU,22.011983871
cotton,C_C_Amer,qo,BAU,13.017139435
othercrps,C_C_Amer,qo,BAU,8.5650930405
forestsec,C_C_Amer,qo,BAU,22.200731277
fishery,C_C_Amer,qo,BAU,15.789294243
ruminant,C_C_Amer,qo,BAU,21.533969879
nonruminant,C_C_Amer,qo,BAU,25.555582047
PrFood,C_C_Amer,qo,BAU,18.260755539
PrLstk,C_C_Amer,qo,BAU,26.686319351
NRes,C_C_Amer,qo,BAU,11.779242516
Mnfcing,C_C_Amer,qo,BAU,21.22088623
Services,C_C_Amer,qo,BAU,25.650369644
paddyrice,CAN,qo,BAU,10.87348938
wheat,CAN,qo,BAU,20.344871521
crsgrns,CAN,qo,BAU,7.5078539848
fruitveg,CAN,qo,BAU,22.405601501
oilsds,CAN,qo,BAU,22.125644684
sugarcrps,CAN,qo,BAU,4.3210058212
cotton,CAN,qo,BAU,10.738057137
othercrps,CAN,qo,BAU,22.716600418
forestsec,CAN,qo,BAU,11.531318665
fishery,CAN,qo,BAU,14.090320587
ruminant,CAN,qo,BAU,10.625717163
nonruminant,CAN,qo,BAU,8.0904340744
PrFood,CAN,qo,BAU,15.583545685
PrLstk,CAN,qo,BAU,16.573263168
NRes,CAN,qo,BAU,11.302193642
Mnfcing,CAN,qo,BAU,4.0091395378
Services,CAN,qo,BAU,17.784111023
paddyrice,CHIHKG,qo,BAU,15.927223206
wheat,CHIHKG,qo,BAU,-6.0375747681
crsgrns,CHIHKG,qo,BAU,11.249059677
fruitveg,CHIHKG,qo,BAU,17.265605927
oilsds,CHIHKG,qo,BAU,17.16705513
sugarcrps,CHIHKG,qo,BAU,11.713331223
cotton,CHIHKG,qo,BAU,35.597614288
othercrps,CHIHKG,qo,BAU,24.795557022
forestsec,CHIHKG,qo,BAU,23.171182632
fishery,CHIHKG,qo,BAU,15.223178864
ruminant,CHIHKG,qo,BAU,35.097808838
nonruminant,CHIHKG,qo,BAU,39.488056183
PrFood,CHIHKG,qo,BAU,21.261398315
PrLstk,CHIHKG,qo,BAU,44.104637146
NRes,CHIHKG,qo,BAU,18.728971481
Mnfcing,CHIHKG,qo,BAU,40.05368042
Services,CHIHKG,qo,BAU,37.737659454
paddyrice,COL,qo,BAU,11.765427589
wheat,COL,qo,BAU,-3.4108569622
crsgrns,COL,qo,BAU,3.3289051056
fruitveg,COL,qo,BAU,6.5970630646
oilsds,COL,qo,BAU,7.2817306519
sugarcrps,COL,qo,BAU,13.067997932
cotton,COL,qo,BAU,2.9010608196
othercrps,COL,qo,BAU,2.6763443947
forestsec,COL,qo,BAU,15.979897499
fishery,COL,qo,BAU,13.856405258
ruminant,COL,qo,BAU,15.946196556
nonruminant,COL,qo,BAU,19.133583069
PrFood,COL,qo,BAU,10.800901413
PrLstk,COL,qo,BAU,15.344023705
NRes,COL,qo,BAU,5.699532032
Mnfcing,COL,qo,BAU,5.4867763519
Services,COL,qo,BAU,19.2044487
paddyrice,E_Asia,qo,BAU,9.4194469452
wheat,E_Asia,qo,BAU,-2.7590527534
crsgrns,E_Asia,qo,BAU,8.4005289078
fruitveg,E_Asia,qo,BAU,-2.0433363914
oilsds,E_Asia,qo,BAU,-42.888301849
sugarcrps,E_Asia,qo,BAU,-1.5872167349
cotton,E_Asia,qo,BAU,-16.448129654
othercrps,E_Asia,qo,BAU,-14.911740303
forestsec,E_Asia,qo,BAU,23.074087143
fishery,E_Asia,qo,BAU,13.910049438
ruminant,E_Asia,qo,BAU,2.1684784889
nonruminant,E_Asia,qo,BAU,30.891223907
PrFood,E_Asia,qo,BAU,35.152664185
PrLstk,E_Asia,qo,BAU,-12.051892281
NRes,E_Asia,qo,BAU,22.402364731
Mnfcing,E_Asia,qo,BAU,28.762887955
Services,E_Asia,qo,BAU,41.19720459
paddyrice,EGY,qo,BAU,19.579164505
wheat,EGY,qo,BAU,-5.3586878777
crsgrns,EGY,qo,BAU,12.419312477
fruitveg,EGY,qo,BAU,10.300958633
oilsds,EGY,qo,BAU,5.4134693146
sugarcrps,EGY,qo,BAU,17.332235336
cotton,EGY,qo,BAU,23.588167191
othercrps,EGY,qo,BAU,-12.103513718
forestsec,EGY,qo,BAU,12.882493973
fishery,EGY,qo,BAU,22.354969025
ruminant,EGY,qo,BAU,21.319503784
nonruminant,EGY,qo,BAU,25.379123688
PrFood,EGY,qo,BAU,27.3860569
PrLstk,EGY,qo,BAU,24.545440674
NRes,EGY,qo,BAU,17.048646927
Mnfcing,EGY,qo,BAU,41.546459198
Services,EGY,qo,BAU,44.576499939
paddyrice,ETH,qo,BAU,20.940904617
wheat,ETH,qo,BAU,12.300677299
crsgrns,ETH,qo,BAU,20.032428741
fruitveg,ETH,qo,BAU,18.663589478
oilsds,ETH,qo,BAU,-5.6521501541
sugarcrps,ETH,qo,BAU,20.879312515
cotton,ETH,qo,BAU,20.205879211
othercrps,ETH,qo,BAU,-1.8041089773
forestsec,ETH,qo,BAU,20.671058655
fishery,ETH,qo,BAU,20.29491806
ruminant,ETH,qo,BAU,23.19272995
nonruminant,ETH,qo,BAU,23.43249321
PrFood,ETH,qo,BAU,27.702266693
PrLstk,ETH,qo,BAU,30.436384201
NRes,ETH,qo,BAU,31.669557571
Mnfcing,ETH,qo,BAU,28.779260635
Services,ETH,qo,BAU,27.090826035
paddyrice,EU27,qo,BAU,12.786820412
wheat,EU27,qo,BAU,11.494644165
crsgrns,EU27,qo,BAU,7.3319368362
fruitveg,EU27,qo,BAU,9.8737821579
oilsds,EU27,qo,BAU,14.168675423
sugarcrps,EU27,qo,BAU,11.5373106
cotton,EU27,qo,BAU,21.019445419
othercrps,EU27,qo,BAU,18.284189224
forestsec,EU27,qo,BAU,9.0174360275
fishery,EU27,qo,BAU,4.774020195
ruminant,EU27,qo,BAU,7.3989920616
nonruminant,EU27,qo,BAU,6.1138792038
PrFood,EU27,qo,BAU,10.997594833
PrLstk,EU27,qo,BAU,8.3390932083
NRes,EU27,qo,BAU,12.934995651
Mnfcing,EU27,qo,BAU,6.1453943253
Services,EU27,qo,BAU,12.604175568
paddyrice,IDN,qo,BAU,10.481038094
wheat,IDN,qo,BAU,-14.530639648
crsgrns,IDN,qo,BAU,2.7541439533
fruitveg,IDN,qo,BAU,3.7131843567
oilsds,IDN,qo,BAU,3.561583519
sugarcrps,IDN,qo,BAU,7.0923461914
cotton,IDN,qo,BAU,-5.702460289
othercrps,IDN,qo,BAU,-8.7650823593
forestsec,IDN,qo,BAU,26.91768074
fishery,IDN,qo,BAU,10.355114937
ruminant,IDN,qo,BAU,0.50155746937
nonruminant,IDN,qo,BAU,25.895376205
PrFood,IDN,qo,BAU,5.9043726921
PrLstk,IDN,qo,BAU,17.928113937
NRes,IDN,qo,BAU,13.045621872
Mnfcing,IDN,qo,BAU,28.351200104
Services,IDN,qo,BAU,31.192083359
paddyrice,INDIA,qo,BAU,18.934299469
wheat,INDIA,qo,BAU,18.489955902
crsgrns,INDIA,qo,BAU,19.48591423
fruitveg,INDIA,qo,BAU,18.562097549
oilsds,INDIA,qo,BAU,18.386753082
sugarcrps,INDIA,qo,BAU,19.60474205
cotton,INDIA,qo,BAU,23.285516739
othercrps,INDIA,qo,BAU,16.251407623
forestsec,INDIA,qo,BAU,23.227430344
fishery,INDIA,qo,BAU,21.223970413
ruminant,INDIA,qo,BAU,23.757198334
nonruminant,INDIA,qo,BAU,30.777080536
PrFood,INDIA,qo,BAU,27.445720673
PrLstk,INDIA,qo,BAU,32.052757263
NRes,INDIA,qo,BAU,17.000061035
Mnfcing,INDIA,qo,BAU,36.778244019
Services,INDIA,qo,BAU,34.499568939
paddyrice,JAPAN,qo,BAU,3.70484972
wheat,JAPAN,qo,BAU,-20.715354919
crsgrns,JAPAN,qo,BAU,-13.260632515
fruitveg,JAPAN,qo,BAU,-2.6264178753
oilsds,JAPAN,qo,BAU,-16.66566658
sugarcrps,JAPAN,qo,BAU,2.419962883
cotton,JAPAN,qo,BAU,-11.028928757
othercrps,JAPAN,qo,BAU,-8.0094947815
forestsec,JAPAN,qo,BAU,3.5978906155
fishery,JAPAN,qo,BAU,2.9977664948
ruminant,JAPAN,qo,BAU,0.33038970828
nonruminant,JAPAN,qo,BAU,9.6393127441
PrFood,JAPAN,qo,BAU,4.5506930351
PrLstk,JAPAN,qo,BAU,6.2580432892
NRes,JAPAN,qo,BAU,43.461353302
Mnfcing,JAPAN,qo,BAU,5.4274435043
Services,JAPAN,qo,BAU,9.7316074371
paddyrice,KOR,qo,BAU,7.0887122154
wheat,KOR,qo,BAU,-13.639812469
crsgrns,KOR,qo,BAU,-8.6064319611
fruitveg,KOR,qo,BAU,-1.1199576855
oilsds,KOR,qo,BAU,-2.0108485222
sugarcrps,KOR,qo,BAU,2.0185954571
cotton,KOR,qo,BAU,1.1136530638
othercrps,KOR,qo,BAU,-13.622534752
forestsec,KOR,qo,BAU,12.574464798
fishery,KOR,qo,BAU,6.4837975502
ruminant,KOR,qo,BAU,4.9938082695
nonruminant,KOR,qo,BAU,14.846509933
PrFood,KOR,qo,BAU,10.009643555
PrLstk,KOR,qo,BAU,14.043637276
NRes,KOR,qo,BAU,38.631202698
Mnfcing,KOR,qo,BAU,20.092208862
Services,KOR,qo,BAU,22.534790039
paddyrice,MAR,qo,BAU,6.4683084488
wheat,MAR,qo,BAU,3.8861474991
crsgrns,MAR,qo,BAU,10.827408791
fruitveg,MAR,qo,BAU,6.8556632996
oilsds,MAR,qo,BAU,10.195924759
sugarcrps,MAR,qo,BAU,13.322155952
cotton,MAR,qo,BAU,19.084815979
othercrps,MAR,qo,BAU,7.5880823135
forestsec,MAR,qo,BAU,20.781574249
fishery,MAR,qo,BAU,-1.703237772
ruminant,MAR,qo,BAU,14.125283241
nonruminant,MAR,qo,BAU,16.516653061
PrFood,MAR,qo,BAU,17.091426849
PrLstk,MAR,qo,BAU,16.829389572
NRes,MAR,qo,BAU,34.652332306
Mnfcing,MAR,qo,BAU,17.904052734
Services,MAR,qo,BAU,25.165924072
paddyrice,MDG,qo,BAU,2.7802741528
wheat,MDG,qo,BAU,93.072784424
crsgrns,MDG,qo,BAU,1.9892982244
fruitveg,MDG,qo,BAU,2.7251477242
oilsds,MDG,qo,BAU,5.5824027061
sugarcrps,MDG,qo,BAU,3.1045160294
cotton,MDG,qo,BAU,1.0438985825
othercrps,MDG,qo,BAU,-7.5585441589
forestsec,MDG,qo,BAU,14.433247566
fishery,MDG,qo,BAU,11.248775482
ruminant,MDG,qo,BAU,17.086996078
nonruminant,MDG,qo,BAU,19.498048782
PrFood,MDG,qo,BAU,12.659269333
PrLstk,MDG,qo,BAU,11.105025291
NRes,MDG,qo,BAU,11.88507843
Mnfcing,MDG,qo,BAU,-6.376932621
Services,MDG,qo,BAU,8.8603029251
paddyrice,MEAS_NAfr,qo,BAU,9.9169187546
wheat,MEAS_NAfr,qo,BAU,-4.4572339058
crsgrns,MEAS_NAfr,qo,BAU,6.1907119751
fruitveg,MEAS_NAfr,qo,BAU,9.5275058746
oilsds,MEAS_NAfr,qo,BAU,5.9016513824
sugarcrps,MEAS_NAfr,qo,BAU,11.932394028
cotton,MEAS_NAfr,qo,BAU,12.615096092
othercrps,MEAS_NAfr,qo,BAU,-0.40702164173
forestsec,MEAS_NAfr,qo,BAU,7.1854367256
fishery,MEAS_NAfr,qo,BAU,14.992599487
ruminant,MEAS_NAfr,qo,BAU,10.364554405
nonruminant,MEAS_NAfr,qo,BAU,15.516802788
PrFood,MEAS_NAfr,qo,BAU,17.638971329
PrLstk,MEAS_NAfr,qo,BAU,8.8953580856
NRes,MEAS_NAfr,qo,BAU,9.772149086
Mnfcing,MEAS_NAfr,qo,BAU,6.6921467781
Services,MEAS_NAfr,qo,BAU,27.209844589
paddyrice,MEX,qo,BAU,2.9759802818
wheat,MEX,qo,BAU,10.096206665
crsgrns,MEX,qo,BAU,4.6991357803
fruitveg,MEX,qo,BAU,5.2968564034
oilsds,MEX,qo,BAU,7.5462789536
sugarcrps,MEX,qo,BAU,11.545212746
cotton,MEX,qo,BAU,17.655744553
othercrps,MEX,qo,BAU,7.6975302696
forestsec,MEX,qo,BAU,14.830597878
fishery,MEX,qo,BAU,10.158306122
ruminant,MEX,qo,BAU,22.215709686
nonruminant,MEX,qo,BAU,28.775094986
PrFood,MEX,qo,BAU,15.691179276
PrLstk,MEX,qo,BAU,25.044115067
NRes,MEX,qo,BAU,11.302908897
Mnfcing,MEX,qo,BAU,15.8738451
Services,MEX,qo,BAU,22.036930084
paddyrice,MYS,qo,BAU,6.2363820076
wheat,MYS,qo,BAU,-24.872083664
crsgrns,MYS,qo,BAU,23.974111557
fruitveg,MYS,qo,BAU,-3.9097177982
oilsds,MYS,qo,BAU,7.3861579895
sugarcrps,MYS,qo,BAU,9.5840120316
cotton,MYS,qo,BAU,0.068481087685
othercrps,MYS,qo,BAU,-1.9984933138
forestsec,MYS,qo,BAU,25.175127029
fishery,MYS,qo,BAU,9.6768226624
ruminant,MYS,qo,BAU,-9.1385555267
nonruminant,MYS,qo,BAU,18.152252197
PrFood,MYS,qo,BAU,6.3212952614
PrLstk,MYS,qo,BAU,31.985395432
NRes,MYS,qo,BAU,11.319748878
Mnfcing,MYS,qo,BAU,28.375816345
Services,MYS,qo,BAU,27.86649704
paddyrice,NGA,qo,BAU,29.505327225
wheat,NGA,qo,BAU,3.0253407955
crsgrns,NGA,qo,BAU,29.443071365
fruitveg,NGA,qo,BAU,29.187181473
oilsds,NGA,qo,BAU,30.614751816
sugarcrps,NGA,qo,BAU,30.220720291
cotton,NGA,qo,BAU,97.814422607
othercrps,NGA,qo,BAU,34.909564972
forestsec,NGA,qo,BAU,28.8540802
fishery,NGA,qo,BAU,40.563751221
ruminant,NGA,qo,BAU,45.491706848
nonruminant,NGA,qo,BAU,48.755329132
PrFood,NGA,qo,BAU,54.931064606
PrLstk,NGA,qo,BAU,60.186634064
NRes,NGA,qo,BAU,26.041521072
Mnfcing,NGA,qo,BAU,131.50769043
Services,NGA,qo,BAU,80.019813538
paddyrice,Oceania,qo,BAU,10.532389641
wheat,Oceania,qo,BAU,11.245927811
crsgrns,Oceania,qo,BAU,5.7813177109
fruitveg,Oceania,qo,BAU,19.739078522
oilsds,Oceania,qo,BAU,11.490125656
sugarcrps,Oceania,qo,BAU,4.4545555115
cotton,Oceania,qo,BAU,55.443668365
othercrps,Oceania,qo,BAU,19.186641693
forestsec,Oceania,qo,BAU,23.318195343
fishery,Oceania,qo,BAU,11.378521919
ruminant,Oceania,qo,BAU,0.43400624394
nonruminant,Oceania,qo,BAU,-0.58769589663
PrFood,Oceania,qo,BAU,17.900781631
PrLstk,Oceania,qo,BAU,1.3024431467
NRes,Oceania,qo,BAU,18.788520813
Mnfcing,Oceania,qo,BAU,-2.1924419403
Services,Oceania,qo,BAU,16.932666779
paddyrice,Oth_CEE_CIS,qo,BAU,16.409729004
wheat,Oth_CEE_CIS,qo,BAU,25.219861984
crsgrns,Oth_CEE_CIS,qo,BAU,15.783545494
fruitveg,Oth_CEE_CIS,qo,BAU,14.299628258
oilsds,Oth_CEE_CIS,qo,BAU,28.119844437
sugarcrps,Oth_CEE_CIS,qo,BAU,14.198049545
cotton,Oth_CEE_CIS,qo,BAU,27.477388382
othercrps,Oth_CEE_CIS,qo,BAU,18.237253189
forestsec,Oth_CEE_CIS,qo,BAU,20.880594254
fishery,Oth_CEE_CIS,qo,BAU,19.948987961
ruminant,Oth_CEE_CIS,qo,BAU,17.934228897
nonruminant,Oth_CEE_CIS,qo,BAU,25.08937645
PrFood,Oth_CEE_CIS,qo,BAU,29.636270523
PrLstk,Oth_CEE_CIS,qo,BAU,29.800832748
NRes,Oth_CEE_CIS,qo,BAU,16.038824081
Mnfcing,Oth_CEE_CIS,qo,BAU,18.932722092
Services,Oth_CEE_CIS,qo,BAU,30.113609314
paddyrice,Oth_Europe,qo,BAU,21.863510132
wheat,Oth_Europe,qo,BAU,15.299023628
crsgrns,Oth_Europe,qo,BAU,9.6870880127
fruitveg,Oth_Europe,qo,BAU,14.471827507
oilsds,Oth_Europe,qo,BAU,21.149990082
sugarcrps,Oth_Europe,qo,BAU,8.7223758698
cotton,Oth_Europe,qo,BAU,17.798727036
othercrps,Oth_Europe,qo,BAU,12.054696083
forestsec,Oth_Europe,qo,BAU,10.679122925
fishery,Oth_Europe,qo,BAU,14.567522049
ruminant,Oth_Europe,qo,BAU,12.042713165
nonruminant,Oth_Europe,qo,BAU,17.192705154
PrFood,Oth_Europe,qo,BAU,9.1012372971
PrLstk,Oth_Europe,qo,BAU,13.095503807
NRes,Oth_Europe,qo,BAU,7.8415942192
Mnfcing,Oth_Europe,qo,BAU,4.2258610725
Services,Oth_Europe,qo,BAU,14.975556374
paddyrice,PAK,qo,BAU,19.551010132
wheat,PAK,qo,BAU,8.1169118881
crsgrns,PAK,qo,BAU,14.625110626
fruitveg,PAK,qo,BAU,13.14199543
oilsds,PAK,qo,BAU,9.9917554855
sugarcrps,PAK,qo,BAU,14.203641891
cotton,PAK,qo,BAU,21.183021545
othercrps,PAK,qo,BAU,4.9393362999
forestsec,PAK,qo,BAU,16.323787689
fishery,PAK,qo,BAU,24.741090775
ruminant,PAK,qo,BAU,16.62077713
nonruminant,PAK,qo,BAU,27.510639191
PrFood,PAK,qo,BAU,18.583982468
PrLstk,PAK,qo,BAU,19.439403534
NRes,PAK,qo,BAU,17.066511154
Mnfcing,PAK,qo,BAU,28.921691895
Services,PAK,qo,BAU,33.270320892
paddyrice,PHL,qo,BAU,10.792401314
wheat,PHL,qo,BAU,-7.396879673
crsgrns,PHL,qo,BAU,8.1078519821
fruitveg,PHL,qo,BAU,-6.1055278778
oilsds,PHL,qo,BAU,6.4538192749
sugarcrps,PHL,qo,BAU,11.566112518
cotton,PHL,qo,BAU,-3.7166235447
othercrps,PHL,qo,BAU,4.5283298492
forestsec,PHL,qo,BAU,10.396637917
fishery,PHL,qo,BAU,15.66793251
ruminant,PHL,qo,BAU,18.255054474
nonruminant,PHL,qo,BAU,28.201311111
PrFood,PHL,qo,BAU,16.938358307
PrLstk,PHL,qo,BAU,33.326778412
NRes,PHL,qo,BAU,39.91153717
Mnfcing,PHL,qo,BAU,34.734107971
Services,PHL,qo,BAU,37.483573914
paddyrice,POL,qo,BAU,19.944765091
wheat,POL,qo,BAU,17.189121246
crsgrns,POL,qo,BAU,10.597352982
fruitveg,POL,qo,BAU,11.636569023
oilsds,POL,qo,BAU,21.01673317
sugarcrps,POL,qo,BAU,15.635393143
cotton,POL,qo,BAU,19.750707626
othercrps,POL,qo,BAU,18.571147919
forestsec,POL,qo,BAU,16.297151566
fishery,POL,qo,BAU,14.988173485
ruminant,POL,qo,BAU,16.491903305
nonruminant,POL,qo,BAU,24.986934662
PrFood,POL,qo,BAU,20.804754257
PrLstk,POL,qo,BAU,24.82736969
NRes,POL,qo,BAU,13.271119118
Mnfcing,POL,qo,BAU,22.861673355
Services,POL,qo,BAU,25.912740707
paddyrice,R_S_Asia,qo,BAU,16.881036758
wheat,R_S_Asia,qo,BAU,11.454820633
crsgrns,R_S_Asia,qo,BAU,19.282735825
fruitveg,R_S_Asia,qo,BAU,15.347409248
oilsds,R_S_Asia,qo,BAU,15.417375565
sugarcrps,R_S_Asia,qo,BAU,18.503292084
cotton,R_S_Asia,qo,BAU,9.796795845
othercrps,R_S_Asia,qo,BAU,10.342873573
forestsec,R_S_Asia,qo,BAU,18.178642273
fishery,R_S_Asia,qo,BAU,13.697692871
ruminant,R_S_Asia,qo,BAU,22.920526505
nonruminant,R_S_Asia,qo,BAU,21.031337738
PrFood,R_S_Asia,qo,BAU,20.491323471
PrLstk,R_S_Asia,qo,BAU,26.780456543
NRes,R_S_Asia,qo,BAU,27.648500443
Mnfcing,R_S_Asia,qo,BAU,23.02926445
Services,R_S_Asia,qo,BAU,28.913579941
paddyrice,R_SE_Asia,qo,BAU,4.1436004639
wheat,R_SE_Asia,qo,BAU,-18.265979767
crsgrns,R_SE_Asia,qo,BAU,1.5241428614
fruitveg,R_SE_Asia,qo,BAU,0.63685691357
oilsds,R_SE_Asia,qo,BAU,-9.075835228
sugarcrps,R_SE_Asia,qo,BAU,3.5355803967
cotton,R_SE_Asia,qo,BAU,-5.021938324
othercrps,R_SE_Asia,qo,BAU,-1.9367355108
forestsec,R_SE_Asia,qo,BAU,18.433361053
fishery,R_SE_Asia,qo,BAU,9.8559293747
ruminant,R_SE_Asia,qo,BAU,2.9411110878
nonruminant,R_SE_Asia,qo,BAU,25.630983353
PrFood,R_SE_Asia,qo,BAU,3.5809605122
PrLstk,R_SE_Asia,qo,BAU,28.894237518
NRes,R_SE_Asia,qo,BAU,13.887577057
Mnfcing,R_SE_Asia,qo,BAU,23.586517334
Services,R_SE_Asia,qo,BAU,31.453840256
paddyrice,Russia,qo,BAU,16.922897339
wheat,Russia,qo,BAU,23.15612793
crsgrns,Russia,qo,BAU,9.2622442245
fruitveg,Russia,qo,BAU,9.9858627319
oilsds,Russia,qo,BAU,15.994992256
sugarcrps,Russia,qo,BAU,8.7267017365
cotton,Russia,qo,BAU,48.31854248
othercrps,Russia,qo,BAU,25.059381485
forestsec,Russia,qo,BAU,16.983692169
fishery,Russia,qo,BAU,10.337846756
ruminant,Russia,qo,BAU,16.208871841
nonruminant,Russia,qo,BAU,15.963813782
PrFood,Russia,qo,BAU,15.962688446
PrLstk,Russia,qo,BAU,18.865163803
NRes,Russia,qo,BAU,13.68543911
Mnfcing,Russia,qo,BAU,2.1161756516
Services,Russia,qo,BAU,20.62421608
paddyrice,S_o_Amer,qo,BAU,8.7653589249
wheat,S_o_Amer,qo,BAU,0.60763186216
crsgrns,S_o_Amer,qo,BAU,6.3382558823
fruitveg,S_o_Amer,qo,BAU,7.9001951218
oilsds,S_o_Amer,qo,BAU,8.4416704178
sugarcrps,S_o_Amer,qo,BAU,10.034106255
cotton,S_o_Amer,qo,BAU,10.612918854
othercrps,S_o_Amer,qo,BAU,6.5458359718
forestsec,S_o_Amer,qo,BAU,14.423984528
fishery,S_o_Amer,qo,BAU,10.200161934
ruminant,S_o_Amer,qo,BAU,19.405748367
nonruminant,S_o_Amer,qo,BAU,22.409698486
PrFood,S_o_Amer,qo,BAU,13.448783875
PrLstk,S_o_Amer,qo,BAU,20.763893127
NRes,S_o_Amer,qo,BAU,12.606437683
Mnfcing,S_o_Amer,qo,BAU,7.8957433701
Services,S_o_Amer,qo,BAU,21.599248886
paddyrice,S_S_AFR,qo,BAU,24.952993393
wheat,S_S_AFR,qo,BAU,0.79423892498
crsgrns,S_S_AFR,qo,BAU,25.70762825
fruitveg,S_S_AFR,qo,BAU,20.208753586
oilsds,S_S_AFR,qo,BAU,20.00415802
sugarcrps,S_S_AFR,qo,BAU,23.735578537
cotton,S_S_AFR,qo,BAU,16.760778427
othercrps,S_S_AFR,qo,BAU,8.2593841553
forestsec,S_S_AFR,qo,BAU,16.923833847
fishery,S_S_AFR,qo,BAU,26.312530518
ruminant,S_S_AFR,qo,BAU,27.268886566
nonruminant,S_S_AFR,qo,BAU,30.089912415
PrFood,S_S_AFR,qo,BAU,31.453119278
PrLstk,S_S_AFR,qo,BAU,33.770469666
NRes,S_S_AFR,qo,BAU,17.033975601
Mnfcing,S_S_AFR,qo,BAU,35.108963013
Services,S_S_AFR,qo,BAU,35.223941803
